Time,HipCenter_x,HipCenter_y,HipCenter_z,Spine_x,Spine_y,Spine_z,ShoulderCenter_x,ShoulderCenter_y,ShoulderCenter_z,Head_x,Head_y,Head_z,ShoulderLeft_x,ShoulderLeft_y,ShoulderLeft_z,ElbowLeft_x,ElbowLeft_y,ElbowLeft_z,WristLeft_x,WristLeft_y,WristLeft_z,HandLeft_x,HandLeft_y,HandLeft_z,ShoulderRight_x,ShoulderRight_y,ShoulderRight_z,ElbowRight_x,ElbowRight_y,ElbowRight_z,WristRight_x,WristRight_y,WristRight_z,HandRight_x,HandRight_y,HandRight_z,HipLeft_x,HipLeft_y,HipLeft_z,KneeLeft_x,KneeLeft_y,KneeLeft_z,AnkleLeft_x,AnkleLeft_y,AnkleLeft_z,FootLeft_x,FootLeft_y,FootLeft_z,HipRight_x,HipRight_y,HipRight_z,KneeRight_x,KneeRight_y,KneeRight_z,AnkleRight_x,AnkleRight_y,AnkleRight_z,FootRight_x,FootRight_y,FootRight_z
7513,0,0,0,0,0,0,-0.08518203,-0.4055263,1.055037,-0.1522277,-0.2177914,0.9301925,-0.1731917,-0.4520499,1.07316,-0.3346941,-0.5445516,1.050544,-0.2354138,-0.3885038,1.018237,-0.2655535,-0.3760874,0.9657778,0.13804,-0.4201883,1.051137,0.2401065,-0.5682584,0.9805948,0.3481076,-0.4637015,1.171089,0.384108,-0.4288492,1.238427,0,0,0,-0.002370209,-0.179942,0.3979821,-0.2333414,-0.1187066,0.472698,-0.2313978,-0.2078589,0.5235506,0,0,0,0.04589161,-0.1457147,0.4109888,0.3020983,-0.1523732,0.3586426,0.3014116,-0.1786611,0.4578715,
7538,0,0,0,0,0,0,-0.08571415,-0.4047916,1.05499,-0.1527599,-0.2170568,0.9301394,-0.1737238,-0.4513152,1.073113,-0.335121,-0.5437567,1.050501,-0.2351458,-0.3882934,1.018232,-0.2652267,-0.3758946,0.9657825,0.1375079,-0.4194537,1.05109,0.2395079,-0.5674273,0.980583,0.3482855,-0.4643517,1.17122,0.3845447,-0.4299931,1.238604,0,0,0,-0.002024601,-0.1799201,0.3980374,-0.2329377,-0.1187001,0.4727328,-0.2308171,-0.20788,0.5234694,0,0,0,0.0458711,-0.1457326,0.4110237,0.3020133,-0.1523895,0.358689,0.301327,-0.1786696,0.4578889,
7557,0,0,0,0,0,0,-0.08571415,-0.4047916,1.05499,-0.1527599,-0.2170568,0.9301394,-0.1737238,-0.4513152,1.073113,-0.335121,-0.5437567,1.050501,-0.2351458,-0.3882934,1.018232,-0.2652267,-0.3758946,0.9657825,0.1375079,-0.4194537,1.05109,0.2395079,-0.5674273,0.980583,0.3482855,-0.4643517,1.17122,0.3845447,-0.4299931,1.238604,0,0,0,-0.002024601,-0.1799201,0.3980374,-0.2329377,-0.1187001,0.4727328,-0.2308171,-0.20788,0.5234694,0,0,0,0.0458711,-0.1457326,0.4110237,0.3020133,-0.1523895,0.358689,0.301327,-0.1786696,0.4578889,
7576,0,0,0,0,0,0,-0.1101831,-0.430953,1.088804,-0.1772287,-0.2432181,0.9639465,-0.1981927,-0.4774765,1.106926,-0.359485,-0.5698581,1.084318,-0.2469584,-0.4066688,1.020698,-0.2770143,-0.3942837,0.9682499,0.113039,-0.4456149,1.084903,0.2149727,-0.5934924,1.014431,0.3634332,-0.4688233,1.163098,0.4167142,-0.4360912,1.125536,0,0,0,-0.002487401,-0.1799688,0.39805,-0.2333427,-0.1187642,0.4727249,-0.2315004,-0.2078439,0.5235881,0,0,0,0.04585317,-0.1457503,0.4110582,0.3019313,-0.1524056,0.3587353,0.3012457,-0.1786778,0.4579066,
7602,0,0,0,0,0,0,-0.0746486,-0.3835938,1.048219,-0.1416943,-0.1958589,0.9233558,-0.1626582,-0.4301174,1.066342,-0.323846,-0.5224391,1.043738,-0.2214295,-0.3682327,1.01686,-0.1872907,-0.3168306,1.011739,0.1485734,-0.3982558,1.044319,0.2504412,-0.5460374,0.9738815,0.364242,-0.4499444,1.088363,0.4167094,-0.43611,1.12552,0,0,0,-0.002796895,-0.1800082,0.398068,-0.2335946,-0.1188188,0.4727227,-0.2319439,-0.2078227,0.5236655,0,0,0,0.04583668,-0.1457681,0.4110924,0.3018509,-0.1524216,0.3587809,0.3011666,-0.1786862,0.4579236,
7619,0,0,0,0,0,0,-0.0746486,-0.3835938,1.048219,-0.1416943,-0.1958589,0.9233558,-0.1626582,-0.4301174,1.066342,-0.323846,-0.5224391,1.043738,-0.2214295,-0.3682327,1.01686,-0.1872907,-0.3168306,1.011739,0.1485734,-0.3982558,1.044319,0.2504412,-0.5460374,0.9738815,0.364242,-0.4499444,1.088363,0.4167094,-0.43611,1.12552,0,0,0,-0.002796895,-0.1800082,0.398068,-0.2335946,-0.1188188,0.4727227,-0.2319439,-0.2078227,0.5236655,0,0,0,0.04583668,-0.1457681,0.4110924,0.3018509,-0.1524216,0.3587809,0.3011666,-0.1786862,0.4579236,
7646,0,0,0,0,0,0,-0.07413819,-0.3836055,1.048055,-0.1411839,-0.1958707,0.9231859,-0.1621478,-0.4301291,1.066178,-0.3232314,-0.5223911,1.043578,-0.2214516,-0.3679132,1.01665,-0.187525,-0.3164206,1.011511,0.1490838,-0.3982675,1.044155,0.2508857,-0.5459537,0.9737527,0.3472214,-0.4643922,1.17937,0.3793333,-0.437205,1.251746,0,0,0,-0.002383297,-0.1799748,0.3981299,-0.2331238,-0.1188006,0.4727645,-0.2312605,-0.2078135,0.5236248,0,0,0,0.04582121,-0.1457857,0.4111263,0.301772,-0.1524376,0.3588262,0.3010891,-0.1786945,0.4579405,
7679,0,0,0,0,0,0,-0.07412132,-0.3836294,1.048037,-0.141167,-0.1958945,0.9231618,-0.1621309,-0.430153,1.06616,-0.3231106,-0.5223554,1.043564,-0.2215316,-0.3679086,1.016446,-0.187672,-0.3164263,1.011243,0.1491007,-0.3982914,1.044137,0.2508369,-0.5458823,0.9737692,0.3469059,-0.464479,1.179379,0.378929,-0.4373446,1.251752,0,0,0,-0.002241787,-0.1800035,0.3981566,-0.2329253,-0.1188443,0.4727712,-0.2309998,-0.2078659,0.5235549,0,0,0,0.04580807,-0.1458031,0.4111599,0.3016957,-0.1524535,0.358871,0.3010145,-0.1787026,0.4579571,
7711,0,0,0,0,0,0,-0.07368746,-0.3836137,1.047839,-0.1407332,-0.1958789,0.922958,-0.1616971,-0.4301373,1.065962,-0.3225732,-0.5222805,1.04337,-0.2215544,-0.3676103,1.016248,-0.1878815,-0.3160535,1.011043,0.1495346,-0.3982757,1.043939,0.2512054,-0.5457716,0.9736061,0.3468772,-0.4645129,1.17926,0.3787678,-0.4374267,1.251648,0,0,0,-0.002172063,-0.1800224,0.3981879,-0.2327989,-0.1188783,0.4727825,-0.2308529,-0.2078741,0.5235518,0,0,0,0.04579485,-0.1458205,0.4111934,0.3016196,-0.1524692,0.3589158,0.3009405,-0.1787109,0.4579737,
7745,0,0,0,0,0,0,-0.07371369,-0.3835952,1.047794,-0.1407594,-0.1958604,0.9229068,-0.1617233,-0.4301188,1.065917,-0.3224962,-0.5222028,1.043328,-0.221572,-0.3676173,1.01617,-0.1879307,-0.3160888,1.010953,0.1495083,-0.3982572,1.043893,0.2511139,-0.5456585,0.9735953,0.3464407,-0.4644741,1.179245,0.3782164,-0.4374127,1.251631,0,0,0,-0.002256645,-0.18005,0.3982134,-0.2328272,-0.1189208,0.4727883,-0.2309465,-0.2078735,0.5235769,0,0,0,0.04575374,-0.1459285,0.411193,0.3015159,-0.1525756,0.3589262,0.3008317,-0.1788296,0.4579507,
7775,0,0,0,0,0,0,0.03806238,-0.4293026,1.091428,-0.02898333,-0.2415677,0.9665349,-0.04994725,-0.4758262,1.109551,-0.2106172,-0.5678514,1.086966,-0.249429,-0.3966489,1.016583,-0.2801312,-0.3831311,0.9649885,0.2612844,-0.4439646,1.087528,0.3628249,-0.5912715,1.017264,0.4140393,-0.4354106,1.164072,0.4311107,-0.3834569,1.216843,0,0,0,-0.002184561,-0.1800685,0.3982447,-0.232699,-0.1189542,0.4728,-0.2307963,-0.2078826,0.5235722,0,0,0,0.0457451,-0.145943,0.4112269,0.3014451,-0.1525884,0.3589712,0.3007636,-0.1788343,0.4579681,
7796,0,0,0,0,0,0,0.03806238,-0.4293026,1.091428,-0.02898333,-0.2415677,0.9665349,-0.04994725,-0.4758262,1.109551,-0.2106172,-0.5678514,1.086966,-0.249429,-0.3966489,1.016583,-0.2801312,-0.3831311,0.9649885,0.2612844,-0.4439646,1.087528,0.3628249,-0.5912715,1.017264,0.4140393,-0.4354106,1.164072,0.4311107,-0.3834569,1.216843,0,0,0,-0.002184561,-0.1800685,0.3982447,-0.232699,-0.1189542,0.4728,-0.2307963,-0.2078826,0.5235722,0,0,0,0.0457451,-0.145943,0.4112269,0.3014451,-0.1525884,0.3589712,0.3007636,-0.1788343,0.4579681,
7815,0,0,0,0,0,0,-0.0746486,-0.3835781,1.048159,-0.1416943,-0.1958432,0.9232604,-0.1626582,-0.4301016,1.066282,-0.3232256,-0.5220681,1.043702,-0.2216935,-0.3682222,1.016002,-0.1878494,-0.3169403,1.010603,0.1485734,-0.3982401,1.044259,0.2500491,-0.5454529,0.9740298,0.3518886,-0.4668389,1.17729,0.3858351,-0.4406342,1.248877,0,0,0,-0.002576243,-0.1801137,0.3982584,-0.2330348,-0.1190142,0.4727941,-0.2313681,-0.2078621,0.5236577,0,0,0,0.04575167,-0.1459697,0.4112536,0.3013897,-0.1526135,0.3590086,0.300714,-0.1788538,0.4579773,
7846,0,0,0,0,0,0,-0.07410888,-0.3835662,1.047923,-0.1411546,-0.1958313,0.923018,-0.1621185,-0.4300897,1.066046,-0.3225836,-0.5219976,1.043469,-0.2216549,-0.3678689,1.016038,-0.188012,-0.3164926,1.010727,0.1491131,-0.3982282,1.044023,0.2505242,-0.5453473,0.9738277,0.3512528,-0.4666008,1.177379,0.384829,-0.440352,1.249063,0,0,0,-0.002602921,-0.1801375,0.3982859,-0.233006,-0.1190528,0.4728022,-0.2313714,-0.2078718,0.5236596,0,0,0,0.04578752,-0.1460073,0.4112719,0.301364,-0.1526494,0.359038,0.3006992,-0.1788856,0.4579784,
7888,0,0,0,0,0,0,-0.07364751,-0.3835331,1.04766,-0.1406932,-0.1957982,0.922749,-0.1616572,-0.4300566,1.065783,-0.3220202,-0.5219061,1.04321,-0.2216103,-0.3675477,1.016093,-0.1881403,-0.3160949,1.010886,0.1495745,-0.3981951,1.043759,0.2509211,-0.5452207,0.9735987,0.3507294,-0.4664035,1.177371,0.3839989,-0.4401311,1.249127,0,0,0,-0.002640958,-0.18016,0.3983139,-0.2329889,-0.1190899,0.4728107,-0.2313929,-0.2078719,0.523677,0,0,0,0.04580518,-0.1460109,0.4113064,0.3013205,-0.1526515,0.359084,0.3006645,-0.1788777,0.4579976,
7919,0,0,0,0,0,0,0.03809821,-0.4296257,1.092147,-0.02894751,-0.2418909,0.96723,-0.04991142,-0.4761493,1.11027,-0.2101729,-0.5679406,1.087701,-0.2492537,-0.3974817,1.016827,-0.2798777,-0.3840704,0.9653294,0.2613202,-0.4442877,1.088246,0.3626026,-0.5912202,1.01812,0.3531651,-0.4632008,1.186372,0.3500192,-0.4205277,1.246287,0,0,0,-0.00260949,-0.1801599,0.3983542,-0.2329025,-0.1191042,0.4728318,-0.231306,-0.2078592,0.5236883,0,0,0,0.04579311,-0.1460069,0.4113478,0.3012474,-0.1526459,0.3591359,0.3005941,-0.1788605,0.4580235,
7945,0,0,0,0,0,0,-0.08997571,-0.4155661,1.059588,-0.1570214,-0.2278313,0.9346658,-0.1779853,-0.4620897,1.077711,-0.3381454,-0.5538229,1.055147,-0.2418865,-0.3983272,1.018722,-0.2724816,-0.3849372,0.9672435,0.1332463,-0.4302281,1.055688,0.2344646,-0.5770677,0.9855953,0.345069,-0.4711225,1.17133,0.3819371,-0.4358074,1.237072,0,0,0,-0.002638339,-0.1801837,0.3983814,-0.2328767,-0.1191425,0.4728397,-0.2313133,-0.2078668,0.5236943,0,0,0,0.04581935,-0.1460394,0.4113691,0.301213,-0.1526768,0.3591678,0.3005695,-0.1788873,0.4580274,
7979,0,0,0,0,0,0,-0.07319741,-0.3887875,1.047438,-0.1402431,-0.2010527,0.9225101,-0.161207,-0.4353111,1.065561,-0.3212661,-0.5269864,1.043001,-0.2247518,-0.3705041,1.016624,-0.1925804,-0.3183433,1.011662,0.1500246,-0.4034495,1.043538,0.2511791,-0.5501964,0.9734794,0.348616,-0.4669064,1.176106,0.381095,-0.4391431,1.247479,0,0,0,-0.00250359,-0.1802,0.3984134,-0.2326876,-0.1191732,0.4728527,-0.2310669,-0.2078814,0.5236773,0,0,0,0.04580083,-0.1460516,0.4114044,0.3011341,-0.1526876,0.3592135,0.3004921,-0.1788907,0.4580461,
8002,0,0,0,0,0,0,-0.07319741,-0.3887875,1.047438,-0.1402431,-0.2010527,0.9225101,-0.161207,-0.4353111,1.065561,-0.3212661,-0.5269864,1.043001,-0.2247518,-0.3705041,1.016624,-0.1925804,-0.3183433,1.011662,0.1500246,-0.4034495,1.043538,0.2511791,-0.5501964,0.9734794,0.348616,-0.4669064,1.176106,0.381095,-0.4391431,1.247479,0,0,0,-0.00250359,-0.1802,0.3984134,-0.2326876,-0.1191732,0.4728527,-0.2310669,-0.2078814,0.5236773,0,0,0,0.04580083,-0.1460516,0.4114044,0.3011341,-0.1526876,0.3592135,0.3004921,-0.1788907,0.4580461,
8024,0,0,0,0,0,0,0.03806238,-0.4293026,1.091359,-0.02898333,-0.2415677,0.966425,-0.04994725,-0.4758262,1.109482,-0.2099056,-0.5674438,1.086925,-0.249334,-0.397191,1.016786,-0.2799043,-0.3838299,0.965367,0.2612844,-0.4439646,1.087459,0.3623753,-0.5906191,1.017434,0.3533659,-0.4630439,1.186229,0.3503628,-0.4205188,1.246324,0,0,0,-0.002035216,-0.1802302,0.3984402,-0.2321652,-0.1192178,0.4728606,-0.2303016,-0.2079652,0.5235522,0,0,0,0.04586937,-0.1460218,0.4114456,0.3011427,-0.1526562,0.3592655,0.3005226,-0.1788442,0.4580736,
8049,0,0,0,0,0,0,-0.07113247,-0.3832004,1.047101,-0.1381782,-0.1954656,0.922161,-0.1591421,-0.429724,1.065224,-0.3190001,-0.5212842,1.042671,-0.2213685,-0.3657884,1.016118,-0.1888246,-0.3139565,1.011097,0.1520896,-0.3978624,1.043201,0.253117,-0.544425,0.9732094,0.3498283,-0.4661185,1.177677,0.3820654,-0.4400164,1.249662,0,0,0,-0.001715579,-0.1802571,0.3984673,-0.2317917,-0.1192589,0.4728688,-0.2297676,-0.2080251,0.5234655,0,0,0,0.04625604,-0.1460793,0.4114093,0.3014697,-0.1527122,0.3592405,0.3009393,-0.1789048,0.4580192,
8080,0,0,0,0,0,0,-0.09042244,-0.4155896,1.060632,-0.1574682,-0.2278547,0.9356866,-0.1784321,-0.4621131,1.078755,-0.33819,-0.553616,1.056206,-0.2421111,-0.3987317,1.018739,-0.2726709,-0.3854051,0.9673885,0.1327996,-0.4302516,1.056732,0.2337637,-0.5767223,0.9867743,0.3453819,-0.4710171,1.171278,0.3825879,-0.435782,1.236607,0,0,0,-0.001886127,-0.1802813,0.398493,-0.2319087,-0.1192972,0.4728757,-0.2299968,-0.2080065,0.5235211,0,0,0,0.04612442,-0.1461314,0.4114426,0.3012786,-0.1527627,0.3592845,0.3007238,-0.1789554,0.4580345,
8118,0,0,0,0,0,0,-0.09041744,-0.4159577,1.060775,-0.1574632,-0.2282229,0.9358234,-0.1784271,-0.4624813,1.078898,-0.3380852,-0.5539269,1.056353,-0.2422969,-0.3990159,1.018789,-0.2728389,-0.3857071,0.9674641,0.1328046,-0.4306197,1.056875,0.2337057,-0.576999,0.9869505,0.3449051,-0.4710805,1.171381,0.3819716,-0.4357744,1.236685,0,0,0,-0.001889055,-0.1802898,0.3985277,-0.2318583,-0.1193199,0.4728918,-0.2299645,-0.2080019,0.5235303,0,0,0,0.04612056,-0.1461567,0.4114701,0.3012156,-0.1527865,0.3593227,0.3006639,-0.1789737,0.4580459,
8147,0,0,0,0,0,0,0.03802685,-0.4289665,1.090567,-0.02901886,-0.2412316,0.9656096,-0.04998279,-0.4754901,1.10869,-0.2095415,-0.5668787,1.086149,-0.2493985,-0.3969715,1.016755,-0.2799288,-0.3836814,0.9654587,0.2612489,-0.4436285,1.086667,0.3620871,-0.5899165,1.016776,0.3536541,-0.4629438,1.186379,0.3508431,-0.4206195,1.24674,0,0,0,-0.001914429,-0.1803044,0.3985589,-0.2318307,-0.1193486,0.4729046,-0.2299677,-0.2079989,0.5235448,0,0,0,0.04611723,-0.1461815,0.4114977,0.3011535,-0.1528097,0.3593609,0.3006051,-0.1789914,0.4580574,
8176,0,0,0,0,0,0,-0.07469708,-0.3838757,1.048801,-0.1417428,-0.1961408,0.9238375,-0.1627067,-0.4303992,1.066924,-0.3221662,-0.5217311,1.044386,-0.2221455,-0.3685344,1.015718,-0.1888053,-0.3174688,1.009988,0.148525,-0.3985377,1.044901,0.2493005,-0.5447347,0.9750428,0.3495684,-0.4662833,1.177114,0.382991,-0.4401329,1.248297,0,0,0,-0.001506866,-0.1801565,0.3986779,-0.2313703,-0.1192147,0.4730053,-0.2292926,-0.2079037,0.5235146,0,0,0,0.04613092,-0.1462111,0.4115209,0.3011087,-0.1528379,0.3593948,0.3005666,-0.1790145,0.4580645,
8206,0,0,0,0,0,0,0.03806238,-0.4293026,1.091301,-0.02898333,-0.2415677,0.9663322,-0.04994725,-0.4758262,1.109424,-0.2093078,-0.5671014,1.08689,-0.2492757,-0.3976873,1.01686,-0.2798448,-0.3842435,0.9657081,0.2612844,-0.4439646,1.087401,0.3619975,-0.590071,1.017576,0.3536488,-0.4627631,1.186549,0.3508659,-0.4203271,1.246698,0,0,0,-0.001496213,-0.1801799,0.3987045,-0.2313071,-0.119252,0.4730135,-0.2292403,-0.2079162,0.5235121,0,0,0,0.04609638,-0.1462198,0.4115589,0.3010159,-0.152845,0.3594434,0.3004702,-0.1790123,0.4580877,
8242,0,0,0,0,0,0,-0.06962942,-0.3832466,1.045347,-0.1366751,-0.1955117,0.9203726,-0.157639,-0.4297701,1.06347,-0.316901,-0.5209889,1.04094,-0.2214695,-0.3647618,1.016382,-0.189659,-0.3126861,1.012021,0.1535926,-0.3979086,1.041447,0.2542434,-0.5439246,0.9716556,0.3493627,-0.4664815,1.176083,0.3810691,-0.4406672,1.24805,0,0,0,-0.002143696,-0.1802639,0.3986955,-0.2319025,-0.1193499,0.4729863,-0.230212,-0.2079088,0.5236292,0,0,0,0.04608841,-0.1462307,0.4115924,0.3009499,-0.1528544,0.359487,0.3004063,-0.1790128,0.4581059,
8276,0,0,0,0,0,0,-0.08887719,-0.4174237,1.062149,-0.1559229,-0.2296888,0.9371688,-0.1768868,-0.4639473,1.080272,-0.3360505,-0.5551097,1.057746,-0.24282,-0.3995871,1.018623,-0.2734949,-0.3859959,0.967654,0.1343448,-0.4320857,1.058249,0.2349334,-0.5780116,0.9884904,0.3457356,-0.4708439,1.171493,0.3826696,-0.4351213,1.236318,0,0,0,-0.002241254,-0.1802971,0.3987159,-0.231948,-0.1193969,0.4729887,-0.2303285,-0.2079119,0.5236569,0,0,0,0.04605896,-0.1462404,0.411629,0.3008628,-0.1528626,0.3595341,0.3003171,-0.1790125,0.4581276,
8317,0,0,0,0,0,0,-0.08050662,-0.3997969,1.054388,-0.1475523,-0.212062,0.9294022,-0.1685162,-0.4463205,1.072511,-0.3275819,-0.5374268,1.049989,-0.232162,-0.3824751,1.016443,-0.2628239,-0.3688925,0.9654807,0.1427154,-0.4144589,1.050488,0.2432421,-0.560295,0.9807626,0.3596308,-0.4553087,1.087586,0.4162387,-0.436509,1.124745,0,0,0,-0.001799107,-0.1801632,0.3988275,-0.2314541,-0.1192766,0.4730823,-0.2296036,-0.2078091,0.5236585,0,0,0,0.04603218,-0.1462506,0.411665,0.3007787,-0.1528712,0.3595806,0.3002316,-0.1790129,0.4581488,
8349,0,0,0,0,0,0,-0.07843175,-0.3941107,1.052369,-0.1454774,-0.2063758,0.9273777,-0.1664414,-0.4406342,1.070493,-0.3254094,-0.5316846,1.047974,-0.2287241,-0.3774319,1.016033,-0.2593306,-0.3638742,0.9650831,0.1447903,-0.4087726,1.048469,0.2452553,-0.5545192,0.9787766,0.3546053,-0.4582706,1.167832,0.4162523,-0.4365229,1.124758,0,0,0,-0.001973344,-0.1802163,0.3988369,-0.231577,-0.1193434,0.4730738,-0.2298405,-0.207818,0.5237019,0,0,0,0.04600832,-0.1462613,0.4117004,0.3006978,-0.1528804,0.3596264,0.3001498,-0.179014,0.4581693,
8381,0,0,0,0,0,0,-0.07751972,-0.3915859,1.051312,-0.1445654,-0.203851,0.9263145,-0.1655293,-0.4381094,1.069435,-0.3243999,-0.5291041,1.04692,-0.2271628,-0.3752091,1.015928,-0.1970261,-0.3710663,1.068713,0.1457023,-0.4062478,1.047412,0.2461058,-0.551905,0.9777518,0.3538969,-0.4602763,1.16961,0.3898273,-0.4297334,1.237386,0,0,0,-0.002504199,-0.1802949,0.3988303,-0.2320566,-0.1194356,0.4730493,-0.2306319,-0.2077956,0.523834,0,0,0,0.0460267,-0.1462902,0.4117225,0.3006593,-0.1529079,0.3596589,0.3001189,-0.1790369,0.4581759,
8413,0,0,0,0,0,0,-0.07552032,-0.3895462,1.050302,-0.142566,-0.2018113,0.9252983,-0.1635299,-0.4360697,1.068425,-0.3223034,-0.5270087,1.045914,-0.2257945,-0.3726886,1.015732,-0.1956846,-0.3727477,1.068656,0.1477017,-0.4042081,1.046402,0.2480438,-0.5497763,0.9767739,0.3517113,-0.4616691,1.172121,0.3862671,-0.4323,1.241059,0,0,0,-0.002540048,-0.1803254,0.3988521,-0.2320415,-0.1194796,0.4730534,-0.2306524,-0.2078134,0.5238321,0,0,0,0.04602366,-0.1463022,0.4117543,0.3005998,-0.1529184,0.3597011,0.3000631,-0.1790398,0.458193,
8447,0,0,0,0,0,0,-0.07538879,-0.3886679,1.049861,-0.1424345,-0.200933,0.9248523,-0.1633984,-0.4351914,1.067984,-0.3220751,-0.5260749,1.045477,-0.2252664,-0.3720171,1.015782,-0.2153712,-0.3223773,1.049553,0.1478333,-0.4033298,1.045961,0.2481141,-0.5488093,0.9763659,0.3635755,-0.4516041,1.088118,0.41626,-0.436539,1.124708,0,0,0,-0.002579673,-0.1803556,0.3988739,-0.2320304,-0.1195233,0.4730576,-0.230679,-0.2078274,0.5238367,0,0,0,0.04597585,-0.1463928,0.4117595,0.3004957,-0.1530075,0.3597165,0.2999524,-0.1791387,0.4581788,
8485,0,0,0,0,0,0,-0.08060038,-0.3930909,1.05188,-0.1476461,-0.2053561,0.9268658,-0.16861,-0.4396144,1.070003,-0.3271902,-0.5304427,1.0475,-0.228446,-0.3779611,1.016128,-0.2549301,-0.3396848,0.9769986,0.1426216,-0.4077529,1.04798,0.2428415,-0.5531439,0.9784177,0.3478203,-0.4640957,1.172339,0.3828132,-0.434413,1.2408,0,0,0,-0.002072858,-0.1804082,0.3988875,-0.2314731,-0.1195893,0.4730538,-0.2298578,-0.2079515,0.5236716,0,0,0,0.04599256,-0.1464161,0.4117839,0.3004564,-0.1530292,0.3597512,0.2999207,-0.1791551,0.4581881,
8545,0,0,0,0,0,0,0.03809819,-0.4296099,1.091964,-0.02894751,-0.241875,0.9669385,-0.04991143,-0.4761335,1.110087,-0.2082995,-0.5668516,1.087591,-0.249023,-0.3989877,1.017143,-0.2781974,-0.3760757,0.9690601,0.2613202,-0.4442719,1.088064,0.3614187,-0.5894867,1.018566,0.3546363,-0.459538,1.184661,0.3523754,-0.4162218,1.243845,0,0,0,-0.002395184,-0.1805198,0.398902,-0.2316952,-0.1197274,0.4730335,-0.2302906,-0.2079926,0.5237236,0,0,0,-0.02438688,-0.1484098,0.4131657,0.229966,-0.1550201,0.3611542,0.2123075,-0.1784344,0.4586331,
8590,0,0,0,0,0,0,0.03809639,-0.4295896,1.091906,-0.02894931,-0.2418547,0.9668745,-0.04991324,-0.4761131,1.110029,-0.2082057,-0.5667765,1.087537,-0.2490133,-0.3990258,1.017167,-0.2785677,-0.3782108,0.9684159,0.2613184,-0.4442515,1.088006,0.3613564,-0.5893786,1.01854,0.3547699,-0.4598061,1.184526,0.3525743,-0.4166153,1.243674,0,0,0,-0.001945574,-0.1805521,0.3989252,-0.2311959,-0.1197729,0.4730396,-0.2295586,-0.2080874,0.5235852,0,0,0,-0.02436668,-0.1484177,0.4131994,0.229931,-0.1550267,0.361198,0.2122864,-0.1784321,0.4586549,
8644,0,0,0,0,0,0,-0.0842058,-0.4005551,1.05384,-0.1512515,-0.2128202,0.9287973,-0.1722154,-0.4470786,1.071963,-0.3303174,-0.5376328,1.049478,-0.2331983,-0.384935,1.016871,-0.2630732,-0.3662779,0.9675394,0.1390162,-0.4152171,1.04994,0.2389339,-0.5601695,0.9805379,0.3472444,-0.4669394,1.169936,0.3833479,-0.4358627,1.236887,0,0,0,-0.002265601,-0.180589,0.3989786,-0.2314171,-0.119836,0.4730588,-0.2299857,-0.2080721,0.5236455,0,0,0,0.04538161,-0.1473656,0.411649,0.2995698,-0.1539716,0.3596682,0.2989121,-0.1802507,0.4579313,
8714,0,0,0,0,0,0,0.03806238,-0.4293026,1.09116,-0.02898332,-0.2415677,0.9661056,-0.04994726,-0.4758262,1.109282,-0.2078599,-0.566272,1.086805,-0.2490672,-0.3988568,1.017124,-0.2788352,-0.3818702,0.9672181,0.2612844,-0.4439646,1.087259,0.3610824,-0.5887434,1.017921,0.3551784,-0.4605275,1.184209,0.3532104,-0.4177888,1.243454,0,0,0,-0.002111249,-0.180655,0.3990189,-0.2311651,-0.1199279,0.4730653,-0.2296793,-0.2081437,0.5235846,0,0,0,0.04551879,-0.1473573,0.4117057,0.2995985,-0.1539608,0.3597454,0.2989781,-0.1802175,0.4579627,
8746,0,0,0,0,0,0,0.03806681,-0.4293479,1.091261,-0.02897889,-0.241613,0.9662008,-0.04994283,-0.4758715,1.109383,-0.2077612,-0.5662633,1.08691,-0.2490355,-0.3990049,1.017167,-0.2789071,-0.3826103,0.9671695,0.2612889,-0.4440099,1.08736,0.3610274,-0.5887024,1.018054,0.3552742,-0.4606452,1.184182,0.3533565,-0.4179595,1.243374,0,0,0,-0.001782643,-0.1806759,0.3990467,-0.2307879,-0.1199617,0.4730763,-0.2291368,-0.2081955,0.5235088,0,0,0,0.04560385,-0.1473718,0.4117242,0.2996298,-0.153974,0.3597741,0.2990324,-0.1802249,0.4579673,
8776,0,0,0,0,0,0,-0.07483134,-0.3984644,1.050381,-0.141877,-0.2107295,0.9253159,-0.162841,-0.444988,1.068504,-0.3205655,-0.5353259,1.046034,-0.2308053,-0.3782963,1.016623,-0.2605459,-0.3622061,0.9664931,0.1483907,-0.4131264,1.046481,0.2480698,-0.5577326,0.9772057,0.348783,-0.4666547,1.170787,0.382354,-0.4362953,1.239129,0,0,0,-0.001520282,-0.1806992,0.3990726,-0.2304772,-0.1199979,0.4730855,-0.2286965,-0.2082511,0.5234296,0,0,0,-0.02316116,-0.1481961,0.4135832,0.230811,-0.1547966,0.3616418,0.2134424,-0.1780571,0.4590256,
